7480,272408.3258190467,247.64393256276972
4812,263782.3834290916,243.5663743574253
8269,281454.8074902641,249.51667330697174
3047,283298.8786934512,252.71978473992075
1991,278020.2856267921,254.8306926001761
9458,270221.37359258445,245.65579417507678
7546,292376.77049817884,255.7976994734723
1123,285418.09212089924,255.29346343550915
4285,273523.8311809453,247.08566502343746
6709,269680.4209421686,247.18645365918297
6873,273053.1604309142,250.27787390551256
3562,258023.3314014156,247.14878486725632
4576,268404.133501274,248.75267238301575
5423,279853.37967891624,248.97987515917816
2403,282868.09012322046,256.4533908642071
1219,284362.43953049526,259.9291037755898
7612,273839.3813825678,250.9985163909879
9452,273344.597984968,245.37217054305924
3141,277782.12795447296,241.13031940492445
8392,277093.00664981466,242.63835958827903
6619,277476.294750792,252.9410161812142
9130,273643.174687383,250.1308726575713
5137,278858.7524486349,250.99797700147155
1520,274650.81665340153,248.77791363532748
1406,279450.76578564546,250.62848949385244
9267,269235.4090653887,248.60148574828136
4127,267985.48816858756,256.93718903987303
7774,278977.60028693906,247.98008914394583
2473,273237.52073081647,252.296879714512
3952,276831.6929185631,253.74124007201016
9028,280049.7961623262,244.79877286916624
3298,278440.83397881786,255.21616313365524
4511,283771.69059851504,248.26919562424763
2805,275431.9902912274,250.6205553150386
2654,287385.1098644949,253.64969979214024
8632,284460.1769443944,249.52647100385477
6811,271521.675500406,246.61369255259402
3066,283227.3276718046,251.98160824893645
4946,281913.20537876,241.57087007605827
3687,281808.71848926216,257.8304835217403
2702,277837.5521229834,245.8739399318437
3902,309323.38492741477,261.47369816349516
2777,284500.49690272333,253.56550526089424
1597,275119.90170055814,249.20280951137514
5470,284520.72386999364,246.5517537868229
5257,270961.44410467637,247.90617026960325
3451,287486.653551624,252.4026809057278
5342,281229.76943132136,254.7371099921389
2141,293047.1599502628,251.5426265667492
7264,283387.41378778155,252.348542998915
9613,275796.72263614374,253.0245161799484
7897,273002.1251770332,246.16963496576483
3051,289613.09951947,246.68918187348382
8566,273395.64491062023,249.90461143566748
3619,275352.6587488224,253.78125230306213
6703,289905.88911346503,250.78364110161334
7260,277879.0880021628,250.11619082102862
5249,267478.1157132398,249.74613978827247
6841,279278.8676427621,252.28443328162788
6882,273570.02480473055,241.24340811704633
5067,281792.682158233,258.2884346088295
8087,271620.85210767563,254.32664055025808
7144,282012.47280511225,250.90077651700378
2770,274008.12121560244,245.30718103455902
1329,274397.2682648058,250.36247104453082
6217,270403.7388300416,243.16882988313094
7930,285227.2143664859,256.26883590879237
6222,289681.1403960282,250.58922179587213
5997,271418.8224507634,246.52027470550715
4023,263701.04185480543,245.5316963266345
9373,287209.8900276582,250.83833190188489
2861,287026.0217762225,250.8968721820127
5348,270251.8605624161,250.23320422445934
4940,284040.2701269187,249.15813169027953
5661,293870.38128859515,255.0958170907944
1164,267871.19534395635,245.5281350540388
9114,281529.8186988074,247.82554462923184
9282,277991.2546011368,242.99934842756713
5680,272533.4472564907,249.11649657814507
5715,298954.0634096694,254.2126389538005
9095,279448.2707291295,251.98220985494092
3658,264792.68852199824,247.0081049645506
2305,275508.730663244,251.83613406146614
4593,287454.2491999564,251.27119685310876
9904,278716.1346064283,252.23179602391704
3779,289151.36412776174,247.56109942445354
8262,268599.8692236887,248.01465302279655
1720,285891.0276514043,254.80483747896997
2164,285896.4069614264,255.0369375213438
9274,274647.2301362801,249.45252510107187
7095,278913.5206465825,249.92250953994846
3254,270395.5069019429,249.21244875755104
5801,271510.5201880453,252.33319720078558
1351,303716.6276918869,260.9249378796279
4633,264374.3400951137,243.8877676154185
8951,271006.8593313506,243.49223659600233
4589,281382.58399605134,248.3517952304072
9316,267357.47888897295,252.22403668771034
7515,268340.8921385935,244.3906121480815
8104,278285.5453393889,248.02633274455337
4546,275945.32507779484,252.00486308474416
6765,287309.3951282407,257.67658755896025
1706,285685.1988998607,255.07607044630421
1967,272501.7904485554,246.1624123293183
4480,266712.6487555169,244.0188918165754
7451,284176.00677844277,243.71870221135742
2244,279766.22373899416,250.23812499015577
1403,288379.69367060973,252.08015180997353
2048,280671.0855399917,250.82313274351355
6505,292898.9116642791,258.5162503656479
9118,297731.92815690173,261.39765422028245
2759,267426.9065001797,244.6723755719851
7327,271283.82336259447,246.17406838710932
5216,275134.03433218616,249.89467241797107
4912,291376.5773683961,250.32352007594167
3615,274003.74126205395,248.6422334501397
2688,288406.761886668,254.5514226713751
7552,293505.1214659783,253.67771950387063
4571,291629.85982773954,249.68309916758523
2078,285587.3810467735,254.3075521342596
2107,288284.5439520691,258.78325309880535
5741,283645.1792116055,255.5361974879329
2972,275421.0379329372,248.5749439827953
2783,266816.15921664383,249.82786443505978
9014,279618.4695218564,248.10866860856822
7972,275671.7187611993,246.35542337908788
3114,264633.5759815695,248.01647233511667
5800,294149.4319898433,246.56280971487286
2598,290198.3070008627,248.4574546240263
6768,288109.50851241744,257.0111583518443
8533,276638.1884653028,245.24662097987837
8904,284231.49017537164,255.14496425078244
3620,280673.8022190917,247.07200899567928
4587,281874.3618494233,250.3324705589905
6829,273629.64340785047,250.80627260114616
1293,283879.69902376755,253.01220946859854
8945,273305.31992575276,249.1388513452623
2087,270248.1414489084,249.53660336925986
6762,256209.15174141782,248.02434824919442
2269,284154.0340175108,250.35597710793905
5945,277199.3289255649,246.399403489391
5750,264274.8568727172,240.68748349063497
1600,277145.35542046395,245.47861418995922
7645,285790.12490859133,240.56407820588495
1778,291487.6478120889,252.58894957720008
7328,272664.3555609119,252.93539476893494
7429,278044.74966634996,251.85212832096917
5664,273993.05027276697,248.1821107543179
